D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_186.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_186.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_186.jpg,0,1,0,2.138901
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_253.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_253.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_253.jpg,0,1,0,3.082185
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_320.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_320.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_320.jpg,0,1,0,3.79107
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_390.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_390.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_390.jpg,0,1,0,4.727391
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_456.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_456.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_456.jpg,-0.1,1,0,5.422256
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_523.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_523.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_523.jpg,-0.25,1,0,6.104673
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_590.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_590.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_590.jpg,0,1,0,7.000159
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_658.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_658.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_658.jpg,0,1,0,7.681346
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_725.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_725.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_725.jpg,0,1,0,8.360456
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_792.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_792.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_792.jpg,-0.1,1,0,9.258076
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_861.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_861.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_861.jpg,-0.25,1,0,9.913042
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_928.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_928.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_928.jpg,-0.45,1,0,10.75316
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_28_997.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_28_997.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_28_997.jpg,-0.6000001,1,0,11.35696
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_066.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_066.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_066.jpg,0,1,0,12.00617
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_133.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_133.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_133.jpg,0,1,0,12.9273
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_200.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_200.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_200.jpg,0,1,0,13.39457
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_268.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_268.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_268.jpg,0,1,0,14.1641
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_336.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_336.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_336.jpg,0,1,0,15.05282
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_406.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_406.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_406.jpg,-0.15,1,0,15.40989
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_476.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_476.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_476.jpg,-0.35,1,0,16.23957
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_545.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_545.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_545.jpg,-0.5000001,1,0,17.00812
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_614.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_614.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_614.jpg,-0.7,1,0,17.68265
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_681.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_681.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_681.jpg,-0.8500001,1,0,18.01586
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_748.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_748.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_748.jpg,0,1,0,18.80536
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_814.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_814.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_814.jpg,0,1,0,19.40443
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_882.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_882.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_882.jpg,0,1,0,20.00549
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_29_950.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_29_950.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_29_950.jpg,0,1,0,20.81355
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_017.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_017.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_017.jpg,-0.05,1,0,21.40255
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_085.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_085.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_085.jpg,-0.2,1,0,21.9964
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_154.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_154.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_154.jpg,-0.4,1,0,22.7125
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_221.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_221.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_221.jpg,-0.5500001,1,0,23.19499
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_288.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_288.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_288.jpg,0,1,0,23.93944
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_357.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_357.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_357.jpg,0,1,0,24.51766
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_426.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_426.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_426.jpg,0,1,0,25.09263
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_493.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_493.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_493.jpg,-0.05,1,0,25.85733
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_561.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_561.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_561.jpg,-0.2,1,0,26.41414
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_631.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_631.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_631.jpg,-0.4,1,0,27.08865
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_698.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_698.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_698.jpg,-0.5500001,1,0,27.53442
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_767.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_767.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_767.jpg,0,1,0,28.01739
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_836.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_836.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_836.jpg,0,1,0,28.74055
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_906.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_906.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_906.jpg,-0.05,1,0,29.29058
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_30_975.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_30_975.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_30_975.jpg,-0.25,1,0,30.00419
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_041.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_041.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_041.jpg,-0.4,1,0,30.16115
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_110.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_110.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_110.jpg,0,1,0,30.18873
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_177.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_177.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_177.jpg,0,1,0,30.18921
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_244.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_244.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_244.jpg,0,1,0,30.19023
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_313.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_313.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_313.jpg,0,1,0,30.1903
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_382.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_382.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_382.jpg,0,1,0,30.19026
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_450.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_450.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_450.jpg,-0.1,1,0,30.18792
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_517.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_517.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_517.jpg,-0.25,1,0,30.17515
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_584.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_584.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_584.jpg,-0.4,1,0,30.15781
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_652.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_652.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_652.jpg,0,1,0,30.18595
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_720.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_720.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_720.jpg,0,1,0,30.18946
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_790.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_790.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_790.jpg,0,1,0,30.19012
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_857.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_857.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_857.jpg,0,1,0,30.19013
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_926.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_926.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_926.jpg,0,1,0,30.19032
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_31_993.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_31_993.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_31_993.jpg,0,1,0,30.19031
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_32_063.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_32_063.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_32_063.jpg,0,1,0,30.19028
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_32_132.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_32_132.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_32_132.jpg,0,1,0,30.19029
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_32_198.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_32_198.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_32_198.jpg,0,1,0,30.1903
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_32_268.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_32_268.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_32_268.jpg,0,1,0,30.19029
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_32_335.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_32_335.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_32_335.jpg,-0.05,1,0,30.18971
D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\center_2023_06_19_21_41_32_403.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\left_2023_06_19_21_41_32_403.jpg,D:\Shared\maestria\MR4010.10-NavAut\datos-proyecto-facil\IMG\right_2023_06_19_21_41_32_403.jpg,-0.2,1,0,30.1799
